trigger_source,mean_abs_shap,mean_shap
introduction,0.13355073410413557,0.02087745511822354
scheduled,0.13030193150597352,0.015719804190805788
\N,0.031154844968338608,-0.0012356444618875514
dm,0.026064097806777094,0.00011367710383893512
automation,0.012024567228607086,-0.00046248472715928985
task_comment_mention,0.008618656176188372,0.0010046041420706
assignment,0.003230671115090788,-1.985307419272828e-06
manual,0.0023972841681157465,-0.0002701326815084905
mention,0.0013915745867799673,0.00026240899072262855
